id,lgbtqiap
ZO2CSDEHI4,I prefer not to answer  
UBMG6D7IFX,Yes  
XMUUNTT9XU,No  
6SU3FTY1NK,No  
87NH6DE4U6,No  
V16OGUW3HU,No  
SBI4T3OIOH,No  
T4KSJL78XA,Yes  
4SR86V3SPQ,Yes  
5RHHVFAZ80,Yes  
6E6VLCBJ3P,Yes  
JHD0XNWFCC,No  
628SLY7BC2,No  
10NQRN0QPU,No  
KR8NF9H3RF,Yes  
F9Y92IJZNR,No  
3FS1LLHNTN,No  
WINE8M5V3K,Yes  
NO9LARA0H9,Yes  
BTEOCEJ8YG,Yes  
SCASF4XTXX,I prefer not to answer  
E40RSG0MQ9,No  
IJ941ZDROU,No  
B0ICTNZ4LN,No  
586FSLAWON,Yes  
FRH1VMFQ5U,Yes  
6YM1RVNJCD,Yes  
Z5S5X42ZQC,I prefer not to answer  
LH3BSQIEP0,No  
YV56RPSVHF,No  
TY25H5W56P,Yes  
M52VSUEWB7,Yes  
6PPJ8CL95L,Yes  
VPF8MJJEIE,Yes  
SQKBUOZI90,No  
6LPVA1BD7Y,Yes  
LNFB2I163T,Yes  
8051DZ9C2U,Yes  
4169HFVCJS,No  
TDZXRF36SQ,No  
YNWYY0CH12,Yes  
MFVX6CIRTH,No  
JGSJZXF3VQ,I prefer not to answer  
YEA4XJAGC5,Yes  
0GQP6SJIXT,No  
MZQS5VQZTC,No  
KFVIGGMGR3,Yes  
JDKWWDOS25,Yes  
PPNL7ZGQKG,Yes  
DEP9D48UKV,Yes  
XNR401054D,No  
HPRTSEBFUY,Yes  
XOY4VD4M31,Yes  
BDQOXSLZMT,Yes  
WN2OYYMXM7,No  
X5A9WTH9T7,Yes  
FKYGCGR4EY,Yes  
Y69ZJB93R1,No  
73C1ZAXV2Q,No  
0CIGFEI5VC,Yes  
Q8UK82JGXF,Yes  
Y7QE9WELLG,Yes  
SX5XAV3SGQ,I prefer not to answer  
4S9XDV6X2J,No  
VUSF6C3N7D,Yes  
1PR22CPHME,Yes  
DZ0GKO8RDU,No  
WHM4TBODIW,I prefer not to answer  
2FF50EUVQP,I prefer not to answer  
TE8HKGMALS,No  
S3H0OCGN2K,I prefer not to answer  
RTHGRA3747,No  
COPEWL13ZA,Yes  
GIEFRVM95W,No  
P2AUKZH0B9,Yes  
NPC01WY2UU,No  
93FI0X5AOG,No  
PV1VHBI5NS,I prefer not to answer  
XD52G758GI,No  
65NJWZXTJF,No  
DVZI8RS1T5,No  
YG7HE3WYJ6,No  
XAZPWF1T1Y,No  
PCTO5N4TV2,Yes  
673I9NVSWD,No  
7T8VQFNGDR,Yes  
UOBJK1XHFG,Yes  
NMELI6JIOW,I prefer not to answer  
OYURZBJ68V,Yes  
XO8V9L2667,No  
74W8E36AMC,Yes  
R7FNEYW4Y8,Yes  
XIM1EOYPVZ,Yes  
VA9OCG2V99,No  
1RP65Q6WJ7,No  
LBVFUZ9Z95,No  
TLW3OBB3YQ,Yes  
8QUHSADIHQ,Yes  
C1ZMN2UITO,No  
AFAFADUS09,Yes  
DJNJONT6TV,No  
83MNNDB8UA,Yes  
YJ9EI3EUYU,Yes  
K5U7AICHS4,Yes  
7H7KX0N7XE,No  
TPINORMH2P,Yes  
W8D3CIV4O8,No  
OUSHR8HM6R,I prefer not to answer  
KL05V2ZMMK,Yes  
M3FZXW2RWT,No  
JJ4EHECMA1,No  
S69XJS7C4B,No  
W4M41VCW83,No  
4ILIHX8SKU,Yes  
34URJ5MWCS,No  
4REX0CDR7I,Yes  
7T3QQJUN82,No  
B7N2T65X97,Yes  
ZVOMNA0OE9,No  
HFZUKDB0IG,Yes  
JJT8MH0C1R,Yes  
7YJY351PSO,Yes  
DY87P4FM1Y,Yes  
5ZML4P7B4T,No  
CT5SIJMVYT,No  
8RKT0JEGSF,No  
0CXJNLOU8Q,No  
IXCFEG0D51,Yes  
6YH8FOQW6A,Yes  
DPBKX1FUHV,No  
3YUPU7QPQN,No  
JCKR1XID40,No  
ICX0HBELW1,No  
BLAOF051V5,Yes  
VG3BAUQM3D,No  
92H8SQTNEU,I prefer not to answer  
5ES9L0ENV6,Yes  
CQ8TO1HIMB,No  
7IJ3QW7L7X,No  
Z8YGGDDOD6,No  
C7N2F9WOHR,No  
HWY5SKIQP1,No  
0T9G1KXQIB,Yes  
NN3J1Z7ERZ,Yes  
VTBGOV5UQW,I prefer not to answer  
1IYSG7DVCJ,No  
XY5J1B6HF3,Yes  
S5ZCAIMXL7,I prefer not to answer  
T2NNZKYUUM,Yes  
2ABJSSAEUM,Yes  
ASMS1TPA3L,Yes  
STJ4PIM0QZ,I prefer not to answer  
63BK1S13J3,No  
N2ILV1ZEYM,No  
CHAQG4D68K,No  
KUDIN4FE0T,Yes  
BMEYL4MASD,No  
53TKXGBVS9,Yes  
VLRCMX8S2P,Yes  
PYFN77TN0P,No  
3DANYDWM91,No  
YRBHP4D972,No  
R01KX3UQ6Q,No  
OFMO0JP5JK,Yes  
P3YV75V6FH,No  
4706PXLU9Q,Yes  
F8QVYTG4NP,Yes  
PJIE9VWNNM,No  
YLMABWC0HX,Yes  
7SQQMK5N5Z,Yes  
2DW4PYA1YA,Yes  
IMTSFAJ1CM,Yes  
J9FJTMMP38,Yes  
75T5C057B3,Yes  
F0356F0LKV,Yes  
Y7MZQRVKDH,Yes  
248YPERP44,No  
6VDZBXEYCM,No  
6YAF0W0UBF,Yes  
BSNLP1X87F,Yes  
2G6G327JD2,No  
KOIUAGAX2D,Yes  
M66Y3ACPE8,Yes  
LCXHEX6OH8,No  
DK6DE1ONIR,No  
HX55SYZBHI,No  
XRGPVCFPS2,I prefer not to answer  
BPZPPOKZ7H,No  
FMDK5W4TE0,Yes  
H1H4IOD8QQ,No  
URN0MIDWTP,No  
4ZZF3MM7F9,No  
G4MOV1OWOI,No  
PNSURM375C,No  
XC72YXX8AU,I prefer not to answer  
QU8K8NJCGQ,No  
VUC9YCT8L1,Yes  
3HZBX128T3,No  
3CC47EGIRK,No  
LJU61M5D4I,I prefer not to answer  
S9T1W7XCRF,No  
FHI6F0NBZ0,No  
7SYJXTDMLP,No  
T3FAUI1UJI,No  
YCV8KDF8LF,Yes  
V1B4W5G6HT,No  
F886XFB3Q8,No  
8CVI90O7QR,Yes  
DAN2D0H8MN,Yes  
2DL5W0TLR3,No  
X0SGATPORS,No  
QEQVNBVXR4,Yes  
O2VEXR80J7,No  
7DVW37TCJ5,Yes  
7JVIVYQ8QR,I prefer not to answer  
C48ABR9B3B,Yes  
MQMWKHVD6N,Yes  
14GFYK6HBV,No  
57LLTO3OM4,Yes  
J4TH6YTDAB,Yes  
ZE3U2DI1LK,No  
U8E9B3K2B6,Yes  
P2TBOT2PCW,No  
JU9GYYBNTH,Yes  
X4D821MWXI,No  
IQZ3YTAPE4,No  
YRDD4OL931,Yes  
HJO65P0WPO,Yes  
R30H6DGRPO,Yes  
4MDI77YKAR,I prefer not to answer  
5HISKCK6XI,Yes  
EBMJG9IQOJ,Yes  
6PZTRVGCGK,No  
SO6YCUK8GG,No  
SCBTGCUJTX,I prefer not to answer  
UPOYRLW5C0,No  
96IOO9URK8,No  
8VHQFBBMG6,Yes  
D5AWL9UT0P,No  
HREFNZ66U2,No  
UZQLUG2JPO,Yes  
W6HMFB9PCR,No  
KKCT07TFJQ,No  
EX4IX1PDTI,No  
6RV4NOOYB0,No  
KSN413MDKH,No  
NS9QFIARJN,No  
K78THD6RH4,Yes  
5DXNGA7B30,No  
PONJ2GQ3S2,Yes  
ALEUK6DPLS,No  
0L683CV53S,No  
ARPN2TDFW2,No  
PHSTD04WWQ,Yes  
GXERNYBV1A,No  
BGTKJ3IE2B,Yes  
LSH87SH6JZ,Yes  
W0FIUQOYO3,Yes  
MU99TF6USC,No  
9JPK28TPYC,Yes  
E1YDTT088V,Yes  
9APBIO7HLH,No  
Y4YXMCVYJI,Yes  
94OIS9WKV8,No  
IDEDPPSDDY,No  
8TKNZA2WTQ,Yes  
H2NK1S2P65,No  
G1OK899P90,Yes  
3XZTCFLBFR,Yes  
0RG8RMTVWC,Yes  
1ZGI6XP2GH,Yes  
5FDQTXEUSY,No  
DPNSSG2Y09,I prefer not to answer  
HE04JAD8JD,Yes  
9XI8IWOZL0,Yes  
Z9WVC1AJN4,No  
TUMWP6HCH0,I prefer not to answer  
UUSIWA2L9C,No  
LNV5FRWIKV,No  
1UYRXU1VRC,Yes  
T1X87YD1YB,Yes  
6CZGZSF04I,Yes  
QJPPK0GEX3,Yes  
LCX5I1KAPI,Yes  
OZKNX9VJ5V,No  
SPVBDG0KBW,No  
UVMT3EHLTM,No  
UUGFC2YX32,No  
NLXF5IARHQ,No  
6PO5MF41G3,Yes  
K54ABH3V7Z,Yes  
4H9LW1XP5P,No  
OVX7TWA6NJ,Yes  
7A57KXB21Y,I prefer not to answer  
U6ULO7J9BK,No  
0QUSG5FIBK,I prefer not to answer  
E6J3EPZWNH,No  
UDXMCT3K6N,No  
2449R968ZF,Yes  
MJENTHTO5B,I prefer not to answer  
W6KIKLSIJO,Yes  
UE9W0AXOFE,Yes  
9UXBJN4O3K,No  
J072LMA4KF,No  
HRJCG00I9D,No  
WSFDR2M9YU,Yes  
L799Y7MHJN,No  
FIVCD22T3J,I prefer not to answer  
3FNG11D4MI,No  
A4PQK51J7N,Yes  
KON9TLIYBD,Yes  
301D1ECU2B,Yes  
RL4PIY0WUC,Yes  
X60QXSSW82,No  
2RCBG9XCOH,No  
C4CBQE0LKW,Yes  
B9OFHGETUC,Yes  
PFROFC5MCR,Yes  
NYH9NAOX6X,Yes  
0GPEY6NQ2O,Yes  
AUGWNFJUVF,Yes  
P0A5UCTXUG,I prefer not to answer  
BHVZLI4G02,No  
252AFIJ28E,Yes  
9BTFYUTL55,No  
YHFK3TLV95,Yes  
QHAJH5HR52,No  
W2VIZAEG2P,Yes  
WRRNBJ84CK,No  
5VHE1K19IC,No  
FEMDF9S9E5,Yes  
GWU10OIFMD,I prefer not to answer  
HPUW0J6OTP,I prefer not to answer  
SOVTO3MKTX,I prefer not to answer  
HQF3F6ALBL,No  
99OQJHIU3B,No  
X84Y7YEB2L,Yes  
NYE33SW1KE,Yes  
M241JGRWUO,No  
PRWBAWT29P,No  
PKROJYYHGR,No  
EOTDJKUEQG,No  
0UGQDUS6HX,Yes  
ACA6D3HS2X,Yes  
VNEMTXJVPV,No  
8NQRWPQHZ7,I prefer not to answer  
45VU2HDIT6,Yes  
FURKWEN5JH,No  
976Y686AC3,No  
5TE2P6Q9U7,No  
7UR6E88584,No  
5PZFZMKV2T,No  
FM8F71XPQA,Yes  
2KSBLBY1FJ,No  
7EHGQT6L26,No  
Y32TNSW9D4,I prefer not to answer  
T60T8D2WKU,No  
I8J74PMKYL,No  
VIRVC8BFO9,No  
BNMIE3WFYL,No  
4LBBKN0YRL,Yes  
K2X6A2TBUY,Yes  
4II0KVLMEY,No  
55VFWF6MZD,Yes  
B8BAFM69OX,No  
Q4CNN0U5AE,No  
FFSW9PYJXZ,Yes  
QQUNUL6EZK,No  
ZT6UXA61AL,Yes  
LOMAUL77JO,No  
RDY3WCGKC3,Yes  
1H0H92WACQ,Yes  
0YYZ7S6PD0,No  
EYJRKEFCM7,No  
X7YCKU0Q8E,No  
CYT1KLWZNM,No  
ZRG4MRV6ZS,No  
WS65XIVSG3,No  
MQPO9ZOC9P,Yes  
BK96XKSK3M,No  
Q8MML661ZE,No  
YYYMGTHUUL,Yes  
R3XMFFR4IZ,No  
BLXQUMO9WR,I prefer not to answer  
JJELQI9FUP,No  
DY7SVG1UVP,No  
FZI17VWO6J,I prefer not to answer  
1TB2A9NT5C,No  
D9MMRXRXW8,No  
VXG84JU1K9,No  
O9V44P3NM3,Yes  
GT9EKXCG43,Yes  
9C4Q02IRKA,No  
V56LRHMZ59,Yes  
BLHD2V1C89,No  
WAMK8JZ688,No  
6NWWBNHRXT,Yes  
CW9G2166UH,I prefer not to answer  
2MLV1FNSSL,No  
ERLKOJLOGC,No  
S8NLTOQB87,No  
9QHJYJJ9MW,No  
8HMTEQP9LQ,Yes  
8DG6WHUU4J,No  
9A9AKPJD1W,Yes  
5LBMC6ESB0,Yes  
3CS01KXRM4,No  
6RFIM3SPFF,No  
4HJYWAVR0C,Yes  
77635LVP9Z,No  
BH8HN1O1DV,No  
59S91ZGJGX,No  
YCL21B9W35,Yes  
2IW6AR3NDH,No  
59EVJNGL56,I prefer not to answer  
SYJ8L88WML,No  
VGPEKU67KE,Yes  
CTGSW1N4N7,No  
S0VFDC002K,Yes  
4JP2IXSLS3,No  
MLAYJC98RB,No  
VQLM7HFI32,No  
V6598OIIZN,No  
WMTGFZ0N5I,Yes  
TUFY82OYZO,No  
9U8HQOF5TU,Yes  
N02H5FEQRF,No  
4R1KDTNSG4,No  
5A6BS0BA2L,No  
CQPAPU0YB5,No  
M3NQPP6SFS,No  
8HNCJY07A7,Yes  
SA3NM5KP6I,Yes  
0O5K2YKISK,No  
IJI44LY6YE,No  
AJRAGTL4F4,No  
B4PSACHCEK,I prefer not to answer  
OGT3MOAG85,Yes  
L0XY4BN9C0,Yes  
QH3SJHM1HO,Yes  
KTHUAV3SYR,No  
BR88BND3TJ,No  
FTD99A2WHD,Yes  
8DFONA2FKG,No  
7EOS3VGCPB,No  
MRF0I0HUOT,No  
JCYXAKYY51,Yes  
VNQ2VBRH40,Yes  
H5DJV6TWBA,Yes  
UTY22T1S15,Yes  
Y3KWVN9RVG,Yes  
KQOCU195QT,Yes  
F5NM2D6J7H,Yes  
PI0YX1V3A4,Yes  
7GFMFVTROP,Yes  
QTQW1WSA9J,No  
CNGPCNX8OY,No  
R3WWWEOH1N,No  
OBW2PLOLI3,No  
1UDEFN6I36,Yes  
7Q0OIHG0QL,No  
H8PP9M8UB2,No  
6F3JEBSOXM,Yes  
Y9H9HXWFWP,I prefer not to answer  
UWUT80CSUC,No  
G6VC325VLD,No  
U54TQ8MIAF,No  
QCOOBXP635,No  
9EGCD2VE6Y,Yes  
RKU0UDI673,Yes  
57Z91LTHN1,No  
WVB3N23EAF,No  
43KSQHFI8P,No  
K1S6CL24RD,Yes  
5VKJ1NPS2C,Yes  
FVQHSPO153,I prefer not to answer  
EA2UE76ZRQ,No  
KVBRSBGBCO,Yes  
XBZH4EXQEK,No  
EKVVVI1F7R,No  
U6506S40TJ,No  
11VAG4HZMU,I prefer not to answer  
JZP7MAN06A,No  
9CSPHF061Y,No  
JE4KLEIPES,No  
SMMAVY8E43,No  
R396K5234G,Yes  
0OLBMRMAF5,No  
HK26AAUTG2,No  
AOZAYCMIW0,No  
CTWYUSCBFL,Yes  
ZN2ZM0W5KQ,Yes  
Y4NZT5RM1O,No  
39QV527XJR,No  
JCOP2GWWE3,No  
C095CSW5SA,No  
Y8NTQ46AYZ,Yes  
GK8XO2O1C1,No  
LGWXKKWS44,Yes  
HYOPI5CIAC,Yes  
QKX90YF7SF,Yes  
K4DA3TGQGG,No  
YSPMWQH5Z0,No  
9GP824XD24,Yes  
SCDTSA4FEC,Yes  
HDQN7EQ5QC,No  
ZUFO439IVE,No  
7LUGND5AAN,No  
ESP7M93W7S,No  
0NLG5JDMYC,No  
QG5YFQV9BB,No  
87YINRL7I5,Yes  
0WR7PJB1CG,Yes  
IHW9BBJDIQ,No  
9QO7DUTBZ5,Yes  
N1AGS5RGMJ,Yes  
PUCUDSJAJM,No  
0E6MAXEGDU,Yes  
IO0BFFJW6L,Yes  
KVTWOWQR1A,I prefer not to answer  
CD9RURQICV,No  
01V3J6CZK3,Yes  
WHL8T9BA0N,I prefer not to answer  
S9ZTJULES3,I prefer not to answer  
EWPS3HWSO7,Yes  
PTKQBRVOKZ,No  
YQFKXU61WX,Yes  
RYEVCV2R1V,Yes  
CBNVVD4POA,No  
XFDQ6LNF96,Yes  
YYUDAUYGY8,Yes  
7BZXKPZNL0,Yes  
7LTCSUV630,Yes  
AEI47UODMK,I prefer not to answer  
AG2356R686,Yes  
DPCGVU4GMV,I prefer not to answer  
8YFT5N82VA,No  
XNLAZP2ZDU,No  
ITZGBP5N88,No  
8DNSA54L75,Yes  
8A41BKVVS8,Yes  
BEKVDEV6BF,Yes  
G14K7A4K6G,Yes  
LYI1OWH1DB,Yes  
63MG3Y87T8,Yes  
M77P6BMTYN,Yes  
EZ1ZPXMSLM,No  
D3U77SMQ2U,Yes  
D0TE9YIXTD,Yes  
DS6ZG9OEF1,No  
4F3FA9YMYB,Yes  
NOGPRO28HU,No  
C6AL5BDC3C,I prefer not to answer  
AC171L2Z8R,No  
1QJ5GE0CCP,No  
6LOAKWUIRJ,No  
K6NJHU733R,No  
VHA9I84HH6,I prefer not to answer  
DBWJHV48BD,No  
8CWQF1NQYY,No  
MP2GH5C1TW,No  
ZI9J7CB681,Yes  
YO2PD2GR5P,No  
M20F94SR9U,Yes  
PRQHN1FXGJ,No  
SIO9EMYOMR,I prefer not to answer  
8O3EELJW7Y,No  
T233GVIWQ7,Yes  
RPRFSV1U3V,No  
11IQYE6X3J,No  
YF5ZDG01U7,Yes  
MSR2365BSN,No  
GM5I1OP4XI,I prefer not to answer  
3JEWPNOHV3,No  
DBZ0I34OCT,I prefer not to answer  
58UN4BU35E,Yes  
GKNIEW474U,Yes  
EQU2I5HI9Q,No  
IVMMGAVVSW,Yes  
QVX3J647Q4,Yes  
XKK5DI9V0L,Yes  
B90CM6M9WE,No  
ZHSQLMH341,Yes  
BL98WR1VR4,I prefer not to answer  
VO4CLSP1VV,Yes  
R36VTP4NVH,Yes  
FOBOWODWOP,No  
69DAMHB65G,No  
ZK5J6D10B4,Yes  
BXVI2JVS22,No  
L827TU2JWH,Yes  
0Y4MC3TH6Q,Yes  
BE6D02CP4J,No  
GGN6UA54A3,No  
085Z7J2C74,No  
IBKZZPB8CP,No  
QSGHTOCHT6,No  
WARHFMND2Y,Yes  
JILQWTMSSU,Yes  
GKK820QPJM,Yes  
913I1VEVUM,No  
L18GQFEHNC,I prefer not to answer  
TU7L55PA8T,No  
BUXNVF0WOB,Yes  
454Y6OQWO8,Yes  
DNFENLJ0TP,Yes  
KOFCHD3ZLI,No  
3OPKGPE2B8,Yes  
3I1ISP0YB5,Yes  
477YDG95I3,Yes  
1ENVIQXPLN,Yes  
ZH4995X1KG,I prefer not to answer  
IH4YBVVV4Q,No  
O469V0LG6S,No  
RRQEXBYGE1,I prefer not to answer  
QFICPJ91D6,Yes  
XSCGOEROT7,I prefer not to answer  
7N5H97FOI7,Yes  
Q1SGIYAMO0,No  
Q4P3RVOQCK,Yes  
KBC2GIPF7G,No  
KNJKEA4A0H,I prefer not to answer  
29NE8OFXBS,Yes  
6VC71EBE4T,I prefer not to answer  
Y5N88QEOAD,No  
AYEWAPO9SO,No  
IS19ZUXMS5,Yes  
LPE3LF0AS8,No  
YZ4RLFFVJU,Yes  
7OA5KDQHAC,No  
WGLS7AJDYG,No  
GYBMFFLPG0,Yes  
41T1Y0GZKC,No  
NO5E13ULJO,No  
4DRGY0P2WX,Yes  
RMEMORU7VH,Yes  
B42THCPRBN,Yes  
WWXI1U4R1S,Yes  
ZG6BPQZKF9,Yes  
TGPOFJIP04,No  
URC12XYX5B,No  
4VECS4F0RC,I prefer not to answer  
KUKCACIBML,No  
APWJSA6COF,No  
AK15I3Q2QT,No  
G2WQESDJB5,I prefer not to answer  
6MXGKLCRF9,No  
VV8USPIO3G,I prefer not to answer  
ZT46IKBFQW,No  
XQZT0JXYI4,No  
X0VDHXNM4X,No  
ZFMJNWJ416,No  
0BI4PCXFXI,No  
AV4NGLSQB7,No  
A8375GMLJR,Yes  
7GDH4RMTP1,Yes  
PDDRUM1WK7,Yes  
FS48MINRED,No  
8LIGG3FM8U,No  
MVKS78BT9U,I prefer not to answer  
N6L8OEABTN,No  
D0LVWDIWAW,Yes  
Y3GFCHIGOA,Yes  
US571J1D0Y,No  
SCNUK7VS51,I prefer not to answer  
HDB42X29RS,Yes  
Q3WS8ET6AZ,Yes  
EM7SLFAHBZ,No  
FQWVVY6IGO,No  
J5WD3GMYUQ,Yes  
NZFP6E3I46,Yes  
Z19O23I545,No  
M86HLAXNZG,Yes  
6KJCZ0J2RY,Yes  
PDBOTNQTC4,No  
FQDK0OHQBM,Yes  
CK6TKZXXQR,I prefer not to answer  
RY2JEECSKB,Yes  
WHNLO0JMUW,No  
QDJWMIXT5J,No  
4AU3SGHPII,I prefer not to answer  
P8BNDABWLS,No  
0166KTTLG7,No  
OC3TKU084Q,No  
DNPC4XHP8W,Yes  
4WBMC0HTKE,No  
B0974GYI55,No  
Y7RDPV218U,No  
F94SYW03PK,Yes  
7F91WVXD3I,No  
R2CW8GIYA3,No  
19HST9I59E,No  
T0ZPM7SV2U,Yes  
INXATF1RRP,I prefer not to answer  
81NYDSCL6L,Yes  
EZB9VVO9NM,Yes  
4FNNLD6K7Y,Yes  
KJJOMWKNAG,No  
U6OM82H9SZ,No  
ROX06IJTDR,No  
3AO1O6FJ3P,No  
8I4EUI138K,No  
0O9QQOYJMG,Yes  
Q43TOETCMX,Yes  
Z2M2MO9U4L,Yes  
9QU1Z5F97N,No  
QGENXDQJA5,Yes  
LY8X9UW61U,Yes  
KFSZNAGFZU,No  
8CHJ2XM1IJ,No  
PPFZTF3K8I,Yes  
PDKEO2ZMNN,Yes  
T9HZ1PA34Y,Yes  
CRJBWKGTLY,Yes  
LWITNU8ZQI,Yes  
7HBKZ83U7Q,Yes  
0WJINQQSJP,Yes  
SH8CEWJDVC,Yes  
4Y57FHYEM4,No  
ZZLCDCNY9B,Yes  
AKDCAU4E2C,Yes  
3V6QN4RBAR,No  
SJWR0DI8UQ,Yes  
LGNFT9XQQQ,No  
0TX06QTN59,Yes  
8NNKLCQP70,Yes  
R8IPK6JT4X,No  
HR6NP9H6E0,I prefer not to answer  
DF41L5KQOM,Yes  
A3T3YYZY31,Yes  
125GNWCR9F,Yes  
SZ82HGEFOM,No  
JL7ES9SFGR,No  
53K3AS5YYT,I prefer not to answer  
7H6PP5RUDF,No  
KEZQRRRS6E,Yes  
4ICZI9RK6U,No  
N0R28SM0TJ,Yes  
8N70MOQHP1,No  
8USDRO7K78,Yes  
43CL8JJDPY,Yes  
XG63Q8XH8N,Yes  
2ICJ6JVCRP,Yes  
6TPN4LU0G3,No  
URKGW4ZLGW,Yes  
8NRQECI4VL,No  
S57637KLGY,Yes  
FMTQWB7Y7E,Yes  
1QKJMOHS5A,Yes  
EVGTUBCFPP,Yes  
K019GJ9FL8,Yes  
1W8HBCBE92,No  
4W6SGMNN6X,Yes  
8R2PHV1AIK,No  
G7W6RJGV9L,I prefer not to answer  
5AY77RYIX0,Yes  
2MW0JLIVMA,No  
EGFOT9YCVV,No  
NS2D63BF8C,No  
QWNOCLKS61,No  
BLVZM2NRXW,Yes  
43OJSNRHZZ,No  
61PP0CXUJC,No  
1QCLR6L57O,No  
ED402KKGIO,I prefer not to answer  
JUROX9FNT7,Yes  
VRCZDTUG47,Yes  
1Y1EMDOPMW,Yes  
GY66AB99J3,Yes  
SWXPCUFM8L,Yes  
6RZNXCFNHJ,No  
EOAG9J8QA7,Yes  
7JNG2EV3RJ,Yes  
3Q88NMVK2O,Yes  
Y91F4DBWTI,No  
9S0FNFPRK4,No  
9QMCXZCBOX,Yes  
VO107JB683,Yes  
1O75GODQ5S,No  
KRB8EA7RLL,No  
5ZUCGD6LV2,I prefer not to answer  
9T33MZ2PS0,No  
93TC57D6SN,No  
WC0LOMSOS1,No  
5HRN0C8B4K,No  
CF4YEAY4RB,No  
1ASRNWTUVF,I prefer not to answer  
0IKYI1JSCD,Yes  
7TD15Q73U6,Yes  
0VKSAUTOAE,No  
JNY0AZ7AOU,No  
NMKNA0L179,No  
CD4IWDS95Y,Yes  
9LIEGKD6MA,No  
R208UO70SU,No  
3QIAWJJT8R,Yes  
WS3F84FPRT,Yes  
H5WYZMA2B4,Yes  
U2IEHWR61U,Yes  
LJXTVWYQD4,No  
9CRCFEBAEB,Yes  
DPFHB6Y3CO,Yes  
VX2C1DGQQ9,No  
83PD3BVU63,No  
RMLPMZTTXC,Yes  
QEQXNB3OUU,Yes  
0B2PWLH5MV,Yes  
JMW4N2I56B,Yes  
OEVHRVG687,No  
CX1HI6RY1S,No  
C8AXRCNY7G,No  
VNUQLV1ZPC,Yes  
ZY0UAAOJD1,I prefer not to answer  
AUUFT42RFI,Yes  
ATE0W1Y7SE,Yes  
8IG74N7OTO,I prefer not to answer  
Y1IONTEEBN,Yes  
XDGV7LOE9J,No  
USLL0JXMYO,No  
MES868HPLZ,No  
GE4FK8DR43,Yes  
L829MO73DT,No  
81D9FN4EQZ,No  
MW11108MC7,I prefer not to answer  
IX12OF9T3J,Yes  
EMM3Z1PRUX,No  
HH97HD6P7X,No  
TTQE6ZPT3L,I prefer not to answer  
3TAYCHFIVC,Yes  
PUONNK9919,No  
OWIHKWYSCC,Yes  
Z8GXHATGQU,No  
9595BSU2B4,No  
6E03TLPUU0,No  
RCR33F6JDJ,Yes  
21O3SAWW3B,Yes  
XBCX89IKVC,Yes  
3WUNWNDT0B,No  
84KBOXYV0W,No  
I2S0P6D37B,No  
OX8F75QF03,Yes  
54XO283SGK,Yes  
I11UZSTBHV,No  
KVFIU8XXQH,Yes  
TB1HE0EBPJ,Yes  
5U77NN7MC7,Yes  
OK0QNI0J54,No  
9RINP9OESQ,I prefer not to answer  
3IAEFDQ5TI,Yes  
0324JRH26V,No  
PJ7SG2KJ5L,Yes  
Y4J46SL2KZ,Yes  
RB1425RXOX,Yes  
GHZ392GPZK,No  
BR06VLR4SJ,No  
H1MJV0A2DB,No  
3N0WGCOJZ0,Yes  
Q1ZJOYR7S5,Yes  
HLSVF2HDTD,No  
Z6ML5JHHKD,Yes  
1652PZBWBW,No  
8SIOAOCM6K,No  
ZH18VJZTIT,I prefer not to answer  
GEELBNDUNX,Yes  
UD7T67P76U,Yes  
FOYD1GLLGM,I prefer not to answer  
SK62N1E939,Yes  
7S9DCQ426T,Yes  
WV7RMFWXRT,No  
N6Z3IWGT6D,Yes  
1IRT6DD2CY,Yes  
COS3ZZNZWC,I prefer not to answer  
LS3DY5YUW4,Yes  
0JFPTYEM47,Yes  
ANLK27R6ZE,Yes  
S1WLAPO9YQ,Yes  
XTMN2NFXIS,I prefer not to answer  
LBAB8IXMGZ,Yes  
OE0OUL7BQ7,I prefer not to answer  
33RVPLLAF6,No  
WWQJ1LNWZA,Yes  
113PY0EF36,Yes  
DDDA10EQOF,No  
ODXBWG5GCG,Yes  
NNKM560BPJ,No  
AVUVGCHRC6,No  
IT1845J50Q,Yes  
0L4BYAFCQ7,No  
74COV7H2E1,Yes  
4K06SVISRK,No  
8KPB021HFV,I prefer not to answer  
WNLE1MQABT,No  
C75N5RNZTB,Yes  
XD67D1RR6Q,Yes  
54B5LISBIA,No  
4VWRGT6XZ5,No  
30AXAYNYC0,Yes  
KPN5A276M1,Yes  
2VIPDIYXZX,No  
6OHDZ8H58Q,No  
NLT4ZEYIXZ,No  
VNUSOGFZKP,Yes  
CEWE89RM6X,No  
QCOKCNMXQS,No  
488IHYC5TX,No  
FOO0LBWVM5,Yes  
EDLD7AJ24D,Yes  
QYMBAHMHZU,Yes  
382PQ2454F,Yes  
WCZF41M1CI,No  
HLF9HKJIYG,Yes  
XL9ZO1AOR1,Yes  
79IMXLK0O0,No  
UNSNIDL3W9,Yes  
SU11QD3HY4,No  
NI3MO114IB,I prefer not to answer  
MBQAGDTD4L,Yes  
UH7VYHPS72,No  
XRC7UD390T,No  
YVNUHKG4UH,No  
F8SR63Q1PH,Yes  
NM00FMRMNH,Yes  
2LSGNMIFRS,Yes  
F4J4SKA173,I prefer not to answer  
YN8U3MIGF1,Yes  
DEDI5ZHWHW,No  
CRTI6YE45Q,Yes  
6ORQG4U9OP,No  
