id,lgbtqiap
G40AAENM9T,No  
S61A9YX4EL,No  
YNUSDEGB6F,No  
SO6NUNAUQC,No  
ZAKBG5NP2V,No  
HN7ZZU7XYS,Yes  
VZ0BOX0XIX,No  
EUYU7A38WY,No  
CQRMJJVKU5,No  
KHRB95YRZ3,Yes  
QPA4AI0DOA,Yes  
F4Q79AMTUI,Yes  
HTTTYU1ZK1,I prefer not to answer  
Y9ZLW5LR32,No  
M28PZ901CK,Yes  
K5GIHKREGP,No  
VAGMZQ4G4X,I prefer not to answer  
O2QEPEUHWW,Yes  
FFOERKNYUN,No  
09LNAUMX4F,Yes  
KGOC6M6B5K,Yes  
ARBSBO1MRY,Yes  
1P0TK1QR5N,No  
OC5B4D23UA,No  
ZPLTIP5R77,No  
CJ19DHQUXM,I prefer not to answer  
ZEIWSGGHFG,No  
26K5VDP2CC,Yes  
DN1NUJQ7EO,No  
VK5ZJ5PV0B,No  
GQK6DPXHZB,I prefer not to answer  
VMNIVCR591,Yes  
AWV7ZV65TH,I prefer not to answer  
1UQUVLGBTI,No  
F10YDGIH57,No  
T5XQ80UGCP,No  
SKSZR4JBOW,No  
777E1ERFOP,No  
NAVCQKEQLZ,No  
HAS2MEJUB9,Yes  
MLPF5M37BR,No  
Q7NZTNKPRH,Yes  
79G5T96A3R,No  
R2504P67RF,No  
K496H1XQ9O,No  
5XTQIJJL19,No  
G3BYE8TO43,Yes  
VAJF0S6HA1,Yes  
7ZGMEYT5B1,No  
D11KSTZFMP,Yes  
TNRK39VRRO,Yes  
FZADVXK5PF,Yes  
8WXLDAYTVO,Yes  
R05OBKTW0H,Yes  
FVW5A5H4ER,No  
OK68KU7QI9,Yes  
2CQW913J3R,Yes  
WNKTAYXAV5,No  
OLOY37PAKJ,Yes  
3K07FPKNRH,No  
SNC983ENDH,Yes  
LGJUEO0ILV,Yes  
8AU6ATUX9R,Yes  
LQ674TGL2A,No  
VGKU3GMI4T,I prefer not to answer  
N3EHMQBGBP,No  
YAUFO79JPQ,Yes  
O2YRM3SGZS,No  
01JTZRG062,No  
VDUXJBUGRQ,No  
TZKVVMWNFJ,Yes  
HRE1UE2BNW,No  
7C10G7RQ76,Yes  
34SLG7UTO0,Yes  
6UUWZWILND,No  
TRYUZ9PV93,Yes  
XO5C8AVZ6Q,No  
264MP7DZ2B,Yes  
D3X9ERPCV3,Yes  
WK3580PKQN,Yes  
A9EHK2IRR0,Yes  
A9LZXX7GPN,Yes  
0NDFURT2UD,No  
LYZXF6B6JI,No  
AYE2QKXSWK,Yes  
5TFI9JJEVP,No  
071T3K9FQS,Yes  
MS2VBLZUO0,No  
N6G8Y319KF,Yes  
BCI0ZIGHPH,No  
959KQ83FBF,No  
8HVNS85DJD,I prefer not to answer  
JUM05O0VZH,Yes  
VOYTZQRZFG,Yes  
VG7MYOVIBA,Yes  
6LTMIZP952,No  
ELN1HISQ1N,Yes  
CEGXQ1TZI2,Yes  
4SEO328PXU,Yes  
81XFATRK9Q,Yes  
IJ7F5QX6P7,No  
RRD2BJUWHD,Yes  
OBHSUKRT3D,No  
T8I2JZI0Z5,No  
S7ISHPVYHQ,No  
7E37U06GY2,No  
J717YAFANN,No  
L85RNP5AQC,Yes  
FA4PE3K6C8,No  
4N0NLKGISF,No  
NA847WTT1B,Yes  
ZCYXVL8RDA,No  
W3YOV54BTN,Yes  
H8P84Q3J9I,Yes  
S6BAKET9UA,No  
HG2AOSE5UZ,No  
LDIIOARF42,Yes  
QC8SF3GSDH,No  
R2O90D7ZG0,No  
FD4KTEHVR8,No  
J80TCA9GK9,No  
ZYK05TYDZV,Yes  
HJIPF9BOUZ,I prefer not to answer  
XPV6CYN152,Yes  
W4AOENZXQY,No  
PQF5D410O2,Yes  
6EP6RLGI6N,Yes  
4Z4T8RYKDZ,Yes  
O3ZL10JY8P,No  
UL0CY2EIXY,No  
P3965NARC5,Yes  
3O7TOIR5IJ,Yes  
BYTMECYMP8,No  
A51528J3MI,No  
MI425BSIKW,No  
CSVFLK3FFF,Yes  
QL72UW4V7H,No  
ELW0E26UVJ,No  
GCDCW3P3H1,No  
RFD8ZOUHQE,No  
TEH2AV3I83,No  
WJG2AKZH7G,No  
4MYI8C4D3R,Yes  
5ON7DO6AZ9,Yes  
SX22PS0UV5,I prefer not to answer  
32MYH50TM6,No  
W796RRKYJQ,I prefer not to answer  
LXJPM9LTVM,I prefer not to answer  
7GPQW2M2BE,Yes  
8QQACEU3EY,No  
AMD7REXRA2,No  
JYVR7K0WOO,Yes  
W6ZLMCCEZ9,I prefer not to answer  
RFTTFVWW31,Yes  
OI7R2M5BG0,Yes  
UJVY1I7960,No  
8UQ0WTIRD1,No  
D89BWZFNSP,No  
HJBPNA4JX8,No  
T9P9SUCXIA,No  
7H5VPHTMKV,Yes  
1BKNQKQR66,Yes  
K9BZJVXDUB,Yes  
71GHU0Z14R,No  
A1PCZSF570,Yes  
PC6S7ZNI68,Yes  
PN7K2HLXEX,Yes  
WFSKM7Q2WX,Yes  
W22MAQ4BUN,Yes  
JKF58FOJM4,No  
RSAOOCEU8N,Yes  
J9522G13SS,Yes  
HBB6W629Q3,No  
JXTOG2QU94,Yes  
G2X8WFDQHU,I prefer not to answer  
WJJR62SKE7,No  
PU5073BHJV,Yes  
QU1T2AK7EK,No  
DKGH8FCQ50,No  
CTH29UDX7I,No  
PDNE3MO90H,No  
V669RBR695,No  
KHN1YTHUGQ,Yes  
7CZIZI6D9K,No  
5IQG3L5BNT,Yes  
NWDF112C8L,No  
IK4P07HD4Z,Yes  
YTLTB1S2DI,No  
TRQVH1IVRZ,Yes  
5QKE5JH51Z,Yes  
KS761ROHJU,No  
9AKH4EQ4QB,Yes  
CRYSWEZM5I,Yes  
971MQXPD5G,No  
3D53Q30ZG2,No  
10W7JB1CDM,Yes  
K3RNUB35ZB,No  
0RFTALITY9,Yes  
EDYDMAF6FP,No  
CK3XA73LKU,No  
IF6RLC7HHF,No  
W4DS2GS44K,Yes  
FUZMK84SD2,Yes  
I5RZXE7ZF8,Yes  
0QJ31J89GV,Yes  
GRSNU1R1N2,No  
4W8GXA2SOO,Yes  
652PMUHDST,Yes  
NQOEI7L6SY,No  
LENNK6XJIM,Yes  
5BERTG1EB9,No  
VC9APT8G5M,No  
AU48WXJHAP,Yes  
45DDB0ZYEB,Yes  
W1E75HNPFI,Yes  
6X0K75SMOY,No  
3V9Q598KQE,Yes  
WRMJIOKKE6,No  
TWNN02CKYX,Yes  
BGTC0FQ639,No  
S4ZYPP3U2J,No  
TC232M37EQ,Yes  
R6VFTQM6L1,Yes  
CHHC7153JV,No  
OZRXQ9HR4A,No  
SYFW4TK7V0,Yes  
ANQW5I8MHK,Yes  
O799G6D6WL,No  
EUYEYDIZDO,Yes  
WBXTKE44GY,No  
AGQ7DO3QUH,I prefer not to answer  
PV3OS6IRHC,Yes  
RVXBX3VY3H,No  
D2BNKI9U87,Yes  
QI1QYEXI6D,Yes  
RL9XB68Y58,Yes  
Z0GT91F9ZS,No  
SAOLDEWF61,Yes  
GS4E6AZCH4,Yes  
4NYD96Z2RH,Yes  
U6WCHGZMAM,Yes  
CQ6LHWC6K4,No  
2FNYXS78HD,Yes  
B9V38UM4VZ,Yes  
7ZRLFJGMM3,Yes  
EFLUWNBQUZ,Yes  
KEX89J0C2O,No  
B8WIL7LAES,Yes  
QQHQW68O9Z,Yes  
7J91IONMX5,Yes  
FZQTMYR041,Yes  
O84ETU6JI3,No  
VKE9UY6938,Yes  
1UOP7YLS3T,No  
58H428YNBH,Yes  
1CAP11LNK1,No  
FEP65EINSU,Yes  
D0OW86A40Q,Yes  
V85WY6J883,I prefer not to answer  
A9G536MTAA,No  
Z8IH9AOZ04,No  
BGUNMENHM7,No  
VF1F855MCF,No  
KF3R282JUW,I prefer not to answer  
5BC8R772YX,No  
AXCCMQTQNW,Yes  
CQ7GG1TCV7,Yes  
74UPJSOO63,Yes  
EI0QSC8SGY,Yes  
I8Q9RZ52E8,No  
3YDR0SIDTR,Yes  
2YTUMMOTNS,I prefer not to answer  
SSRPR756ON,Yes  
RRTRQ3K8BL,Yes  
OCWH3J0TOY,Yes  
XJDV0DXXKP,No  
9LP1V5J59N,Yes  
7GO3CSZBQ4,No  
5ASKE6V3LF,Yes  
LTEPYG3ROO,No  
ROSZ8YB9G5,No  
X1WRWP89W0,Yes  
FGIC033JDW,Yes  
A41CHXZRWK,No  
9L6PVJJ166,I prefer not to answer  
73O6685UEO,Yes  
PCXP8036NK,No  
TYMVPX87Z8,No  
P1Y91GY7BQ,No  
ZAEUHSB3WM,Yes  
4UP3OZUW4F,No  
RZ0IJ1CNQC,Yes  
XCBKZABH0H,No  
0ZKNGYT6DO,No  
5R878R36KP,No  
M6JWNM4VYL,Yes  
UP6HJ3D7O1,I prefer not to answer  
PXGZLAAMLW,Yes  
S06WM7D2ML,No  
UJTJHCYTM0,No  
ZOZ4TN8HFJ,Yes  
7NPLDEQCXE,No  
IRIZMZMYAD,Yes  
T14JF92H5E,No  
N0GAODPT6L,Yes  
PH2A6AVLQK,No  
G4729K5H1D,Yes  
DJMFXD3FYE,Yes  
GILVSBX53S,No  
98W06M91RO,Yes  
KTLUP233E8,Yes  
NX3M1X026O,No  
YJ9HCSI9IY,No  
Q1TC9CWU8F,No  
B5NQIOSCAS,No  
5M3J96C6HF,Yes  
64E2IL3DZQ,Yes  
7WBUFH7E0T,No  
CQNVQ08VSP,Yes  
ZFVJFC5PK9,Yes  
ZSL37RHGPT,No  
SIDY2R4W34,No  
BAM98VQCAH,No  
DUXRAR07LB,Yes  
YEGK51PVLH,No  
GSUIJ86X0S,No  
4W3PESJQXZ,Yes  
XP904MX2EE,Yes  
IPVHZFV5XD,Yes  
KZ7SFARE54,Yes  
98A8CWBZ64,No  
TSGW6OPFRW,No  
73BTHMP4AT,No  
24UESL8X7F,No  
CAYROE2DWU,No  
DJPBEMIV3G,No  
O6FFZ17LUF,I prefer not to answer  
Q4MHZ8UPRV,Yes  
K83JKKRP1C,Yes  
1SZ7KYIWEI,No  
OBNXF8HINR,Yes  
U8VOUGGPCX,No  
FYXZ2W7RZ1,Yes  
8SBO7KBLAZ,Yes  
4LT2BCEP3M,I prefer not to answer  
7146N577DG,I prefer not to answer  
ATXRF37RCG,No  
G5P30HOCID,No  
3L0SIYSSNS,No  
QUEW6YO63M,No  
OBFOFJ7BNY,No  
VG1FZJZ088,No  
8WOFGD8V4C,I prefer not to answer  
KERCYABJSE,Yes  
A41HQXPZS4,No  
1LF56Q61TC,Yes  
4YVGKHDBYS,Yes  
FJGYSV5RCJ,No  
JEQYSJIQEH,Yes  
3ILUY0IR9B,Yes  
CIAPK97TT2,No  
AIXT8THRMY,No  
7CORYN8LH2,No  
DH0X902BQG,No  
DSW8SEQ0Z6,No  
C6JPKOTA8K,Yes  
R5X7BP7GLM,Yes  
6YD0FKRCL2,No  
IIXUUOYL5V,No  
WHS2YAATAF,Yes  
Y4NJ0J7LW9,I prefer not to answer  
58VM540QVW,No  
QVGG37PP11,Yes  
EDY9TI0CN5,No  
W76PFD1K0X,No  
3TAXZNI1A4,I prefer not to answer  
6BTOU5D9O3,No  
VL8ICTDUYR,No  
2Z4IOEFI3E,No  
GYT8C3ZKGW,Yes  
V6O5290ZQ0,Yes  
FFR9FIAZED,No  
BCQO7FGZTX,Yes  
201C91KDN9,No  
KUHXR69LUT,Yes  
8CWULH27L8,I prefer not to answer  
7PJEXATQN9,No  
V4F4HHQYR2,I prefer not to answer  
EVIFHTJO2T,No  
7QJPJS6AXH,Yes  
ZSE5WV9NQM,Yes  
E4FNDPTU70,No  
W30PU4JBPH,Yes  
DTRCLXVT4H,Yes  
PMOL3W6JRW,No  
540UGGNG15,Yes  
KKP04LXOGN,Yes  
G5QSHHNSZV,No  
ETF30EQF9H,No  
Q60VBOL3EF,No  
S4DB2TMX93,Yes  
9EOLY60NN9,I prefer not to answer  
YN683VYYAB,No  
6ZW5U8ZTZ0,No  
Y3N69Q3Y6P,No  
E2B3J2MJ7I,I prefer not to answer  
S8A0ZBBX6F,No  
5FIZXZEE9X,No  
JB789F5RI0,No  
K4GHIWYFSF,Yes  
BZ087TIKQP,Yes  
S8TDSEHPC2,I prefer not to answer  
SNA4YG4QOC,No  
LH7YP9VDBW,No  
62EJQ8JH72,I prefer not to answer  
W0KLIDEYAF,I prefer not to answer  
I49SLS9IGC,No  
OSXCI5GDFH,No  
5G215V0YZW,No  
BBS3P4D8S3,No  
T5DKA2E6CC,I prefer not to answer  
4FWX22GI4I,Yes  
6XJKMZVLQR,Yes  
1QQB4TKPMU,Yes  
9Y8M572Z8R,Yes  
HHWL26DOTA,Yes  
ZJEFI8N31I,No  
C54V0HLGP3,Yes  
TWAE5Q1U1H,No  
7MBMQDLP47,I prefer not to answer  
BDZ2Q59F55,No  
6NMFKMSOQD,Yes  
B254DFCSH4,No  
NBJ6DRVYGR,No  
GK3ERX1K2O,No  
UQH1HZP7YV,No  
JGS89656CM,Yes  
CT98KKSC3R,Yes  
VYADW2I7TJ,No  
1PB2Y0ULJM,Yes  
LPWDQ9B5WR,No  
P2361GCVBV,No  
KIWW6ZQSPA,No  
9KSUM66LYT,No  
TX9DUEQNVN,Yes  
P60ZCLCM0P,Yes  
Y3MFXQ6FM2,Yes  
4KQFOGP4E2,Yes  
6U5XZ4D8CF,No  
85HWA64C3N,No  
XGE71SUWBD,No  
T6OFKOV5NA,No  
1CEEZY717R,Yes  
KPYOKYXCBK,No  
NVZKUKKTQ3,No  
CZJTVI3MJR,Yes  
FJIP5C33WH,No  
69VW8SHKKJ,No  
J0822FRP5B,I prefer not to answer  
KHWXWQ4VRM,No  
17C1SX15ZQ,No  
FPO9T0K57V,Yes  
ZG6GYWJIXV,Yes  
P7H262TS32,No  
G650LHTU1T,No  
631KVKBLXP,Yes  
HXIYCZPK4I,No  
2WKN6ZYESF,Yes  
RADM4E835I,No  
4U6NZR7RYC,I prefer not to answer  
GFCTDTK045,Yes  
1NSDV25919,No  
KF13W02BZF,Yes  
UQBB151FOX,No  
CWXRD6ZQ9Q,Yes  
Q5N27804OT,I prefer not to answer  
ITMENMBN2U,No  
NFYTRY5DV9,Yes  
DG15P5TKSP,No  
ES53W6SHW5,Yes  
CS4OUZWZ2P,Yes  
UOQ2Z7UELY,Yes  
YMGFSJKNTH,No  
RN9YUWDX0V,Yes  
CQVKZOUYJG,No  
YPGK8DA8R4,Yes  
9S04CF6OMM,No  
M2L1VCUUDS,I prefer not to answer  
IU1ER1ICZR,No  
19UUY6XW8V,Yes  
STAV5U86OC,Yes  
Q694DYI7JP,No  
H2X86Y75C2,No  
9PI8TJFJ3A,Yes  
4FWT1TSJFM,Yes  
2Z6EZ91DYT,No  
U7YLSLWMCI,No  
WRI9QNZEG6,No  
1BLM74R5I3,Yes  
T7QYTQ940D,No  
9AGG43L0LA,Yes  
FBN0EQMN0C,No  
XER3NC2E1M,No  
L0PBYY075D,No  
YA3DDKQ0TD,No  
MLQDISUPJM,Yes  
CSSY0VUQXE,No  
Y4GUJPCQI0,Yes  
DC2S49XHQ9,No  
W6CUO4NFT7,No  
REKPSKFEUH,No  
X1SLC25CE8,Yes  
I6YNR4M8JW,Yes  
C7OAVM8PJB,Yes  
VJQTMJELKZ,No  
L3G2BQUXNH,Yes  
APBTMAN7EL,No  
MH3W1I0MG9,No  
9ZQWPT6TM9,I prefer not to answer  
OM5T5IAPF4,No  
K5ZH42ILLA,No  
2DLU1SF9NF,No  
L05MQO632I,Yes  
8W7BBBX69T,No  
J8UYC5L815,No  
PTWLELQFB5,No  
HP445FRGQO,No  
S39ZIHTYF0,No  
XYHXSESQ8M,I prefer not to answer  
Z2SHZ56N8V,No  
0TFGP1JT0M,Yes  
CJEK533K74,No  
A80L9YW0XE,Yes  
AW95YHB0M8,Yes  
42MSMBW66H,I prefer not to answer  
JKEQQB28FO,Yes  
XE1GJS8CZ8,Yes  
8BR1QBGXTN,Yes  
LP33Q8JXYR,No  
UB0B7QCK9J,Yes  
M5QI3UDILF,No  
9T8XXGTZIT,I prefer not to answer  
BPBZL49KFV,I prefer not to answer  
1KCGP0SZB4,Yes  
33VV7NMAG5,No  
1D1BGI4AAV,Yes  
FALDQDQ97J,Yes  
Z008QRPW8P,No  
OROQ3IE5UY,No  
FD0PI8A5S5,Yes  
WG2MFR2N2C,I prefer not to answer  
B3TI3X9S9M,No  
NNDM93D6TN,No  
JFA7F5R1B8,No  
MUENOIGQ9R,No  
PSBUE2HQE6,No  
XJ665P1PLC,No  
HP4ABVCDCE,I prefer not to answer  
OYIEHJFG3T,Yes  
57ECJVF5ZK,No  
H32N6G7AXB,Yes  
56ZUDXAG8L,No  
D96WHKKS7F,No  
FYE5W0C2EC,No  
ADPV60KT4U,I prefer not to answer  
M7Y5VX6QRF,No  
VJA4OP83LH,No  
E9B4X4526H,No  
YYCJ8622A1,Yes  
EO1CPXI48D,Yes  
UTYKG4G9RU,Yes  
6HP9N58XQD,Yes  
5WRO8GROLQ,No  
U31KDOLBLO,Yes  
KQ2IPD14KD,Yes  
O4T9WJP5S6,Yes  
32A9GURLRE,No  
FHJ78CR33Y,I prefer not to answer  
X1ERZTNPCS,Yes  
Z9MPZD0O07,Yes  
VIH5Y57NDV,No  
EMADULNASY,No  
7XL3GSZ4FH,No  
EZ6X5JK51J,No  
V9X5JWVZ5N,No  
QXIGAGAZ9Z,No  
3I9SW8Z8KH,Yes  
N66UZ0IW88,No  
XSTK2D4A5Z,Yes  
HD84VNFQBX,No  
BUJUKRNHTY,Yes  
YIG2D1W3JP,No  
FLTBLCLV6D,No  
KQ19R70YAC,Yes  
9F35A1FX1U,Yes  
RI8CFGQQFL,No  
OSXX1OW8IG,Yes  
AFS00STBGG,No  
JM0SEUG1GM,Yes  
W2L79B5L92,Yes  
MFDM3M5EVY,No  
163AOYD8IE,Yes  
L03DGXRXMK,No  
HB14LORAIV,Yes  
FLFA5JAMQR,No  
1WH4V439O7,Yes  
SL8789RD6Z,Yes  
HZ7D8JAN7Z,No  
MXG5B5A69D,Yes  
C2PVOR240G,No  
JAMUYFWK4E,Yes  
18IU2RUNCA,Yes  
TM3CJSFGGD,No  
KXJ0A4LO26,Yes  
PZMR8GQDKY,Yes  
15YRKSQLO5,No  
URKJPKTMOL,Yes  
ZJ04R0SY3Q,No  
BRUS7IHS23,Yes  
19FK5K7R0D,Yes  
TIM3E0FWJ5,Yes  
A7JRRVRL8M,Yes  
OHNMGSGA21,Yes  
MYWQPSJPV6,No  
G7WYRPIUZE,Yes  
6R2YYHSZ6L,No  
NC1UG8V73V,I prefer not to answer  
4GL7HOCZ7J,Yes  
BEL7H9X5XC,No  
9PRVLMFVJA,Yes  
8ZOMLP3NWB,Yes  
WB38UZQLW1,No  
6NGI9GAK4I,No  
PQYPGBSZX6,No  
ZP3AD1I6Q1,Yes  
O8YUNOMZ0N,Yes  
2DAJ9JWPVR,No  
4RNRVCGSTI,Yes  
JJ4HCYCGVE,Yes  
4S918AEW79,Yes  
6QQINK8QPJ,No  
JE2QJJ7KB0,No  
C6GPZB16XT,I prefer not to answer  
J0YYPNYQ7W,Yes  
5GWI1QLVG9,No  
KOP37R6NVL,No  
URB7FDDILH,Yes  
OIVDQN4331,No  
LPQ5H30826,Yes  
7A1FDT3S54,I prefer not to answer  
LVXBY22OAR,No  
P3FGY6ZNJ6,No  
IP86J5TDW2,No  
SBA1QQ47LC,Yes  
SU8D8GTV83,Yes  
OQFM0N0SKK,Yes  
WYFHJD1UJL,Yes  
4OE3H8M8Q1,Yes  
TP3KUHB23A,Yes  
OU9582S3OL,Yes  
Y7UIEZBRA7,No  
QKZKACD60Q,Yes  
WGUAP7Q4OE,No  
OKTKWVB9I9,No  
72HZYTLH2V,No  
FCPV46V1WG,Yes  
M9V1H6S40C,No  
UFITPBEYZJ,No  
8KU7NHZ4YK,No  
DGR2YYDQHN,Yes  
AULSDDYQXF,Yes  
BDL0MVS9EB,No  
ORNK1JRLPI,No  
CTC0RMNJET,No  
7C962HUQVF,No  
VSHTS15YNQ,No  
YX0PSD5A5G,No  
YQR3SZML8Z,Yes  
WJEVGV4N6O,Yes  
08V41BVBWF,Yes  
96Z49YHYR0,Yes  
JC5LMNJ8UB,No  
04XK454BAJ,Yes  
N7H2JNMB4Q,Yes  
L0RPWLY90W,I prefer not to answer  
RKEX4RY5GD,Yes  
Q9VBHTDL3B,Yes  
Z26GZ9DMSY,I prefer not to answer  
H6OJVV03XC,Yes  
Q8Q9H2U8NJ,Yes  
JL7RVK95S9,No  
VSPWZKUTVM,Yes  
BRQFPLAIF0,Yes  
VBW1OVRRQ2,Yes  
M1FIWTCS6R,No  
44ALVKYBBU,Yes  
2WK93QPOZ0,Yes  
4KNFMD7H8O,No  
H5CXYI7U0T,Yes  
1RD6BGBFJB,Yes  
ANEHTU2IWG,No  
O4E43ZHIQ8,Yes  
LM0MOFWPDC,No  
EKEYHF79EA,No  
CA6E39RYBC,No  
VV4L6FIMLP,No  
CCSYVCCBMP,No  
5LY0FBJQV5,Yes  
40PU50K2XK,No  
N35Z5IQ0D8,No  
CDVL4TB2NV,Yes  
6MEZ9U4U5P,Yes  
KAB3QGZYBM,Yes  
YHRZOSIZE5,Yes  
JBW8E8MCZY,No  
0LP6GZWZRF,No  
XH0C80GCJ8,I prefer not to answer  
TZTRBR98C2,No  
QN4QXB5QP9,No  
IF9MJDCTFC,No  
6XBYOS8ZA3,No  
448IZ0PF7Z,Yes  
R7EUYPPZ9H,Yes  
736HI1BV77,No  
H402AKQ2XW,Yes  
H3E7UIBSKC,Yes  
NOPRPS0LAI,I prefer not to answer  
HO6823JZD8,No  
M1RSRULYZY,Yes  
WC0UKPYEIP,No  
1JDT1KC9U6,No  
BGL5DBOZQ5,Yes  
F2EAXA4QEK,I prefer not to answer  
X6F9V66BGU,No  
7QRNO335FL,No  
N6GHSOLTLS,No  
9BAPV74EZC,No  
994NMCBHP4,Yes  
EANIA8KH6F,No  
88PE150LKN,No  
LK2KJ12DSZ,No  
B3ILDA20NY,Yes  
SCOGYAFJO6,No  
0C8NFRH846,Yes  
X660BI2G6H,No  
IWJC6V3A72,No  
7Q3IU5Q2PZ,Yes  
UZN9YY3QWO,No  
WCUOAUN3ZZ,No  
60D8DXIL7W,Yes  
QDV7YCAPPP,I prefer not to answer  
Q5A06MWLCS,No  
8I9C661OAV,Yes  
GDICZEPTM0,Yes  
F1X7LYO3LK,Yes  
N60QSLONHC,Yes  
CT6MX14PLR,I prefer not to answer  
AV48CXMNPX,Yes  
KI0YB2X0P0,Yes  
NT91CCGAGP,Yes  
729ZFKC9RU,No  
W5ADDR3VKI,Yes  
OQH9AYBHNW,No  
805LJPZ3GN,Yes  
TWUM02ZH16,No  
8G4SUULHH6,I prefer not to answer  
RNKITYFWP9,I prefer not to answer  
ZUW9L54X7Y,No  
XF5UCZFLU0,No  
M508SK02F9,Yes  
C1NCZPEV1C,Yes  
H8N5JD8N5Q,No  
3P3VPCYVWG,No  
ZN5T49ZNIP,Yes  
VVPA2RXQK8,No  
XWPW8474GL,No  
ZX72SD6UOP,Yes  
R8S7MHSV9L,Yes  
RAG2BS2NB7,Yes  
MEM9GLA5UX,No  
JQMCXQNEXS,No  
KLE2LQXA2C,Yes  
VZ06UHNHKG,No  
OUTWNUV5H5,Yes  
3U9XX3C246,Yes  
KDNARHR7CB,Yes  
NQWRXS86J3,Yes  
J87WY32L52,No  
T89OGPNFGA,Yes  
ED6UY04CEW,Yes  
EJ2TUYLP4L,No  
32Y678LMXB,Yes  
XBHKZZYFT2,Yes  
Y4KQ0CSWCV,No  
SPAW8K41EH,No  
PFHP9IGBE6,I prefer not to answer  
6SJ5EB03TP,Yes  
BT5M6641OH,Yes  
BZ6MQ00DP5,No  
TSUDRBVFEF,No  
HKJD6O8DMA,Yes  
E4CP7O3P28,Yes  
CRUXNHMDU4,Yes  
G0V4PAN0E6,Yes  
RYILIRAXAE,Yes  
BQPMNWCGZO,Yes  
OK70CQ0G0C,Yes  
BW9XW288U9,I prefer not to answer  
MPEHQEDO3F,No  
NAY37T01W1,Yes  
VBOXEFMS2J,Yes  
CSILWXM12K,Yes  
WLXCYG5T76,No  
Z48LN670TP,No  
23YLKKD6B7,Yes  
KXKF180HL2,No  
DTBK2SW4C7,No  
3YCREWS5AQ,Yes  
DDQHSPGE90,Yes  
7CIFQJ1J1K,No  
3ZP9NX0W7Z,I prefer not to answer  
GWIA8IHPRZ,No  
BYEZ6QM35P,Yes  
6TQSJQSBL3,Yes  
CLYZQNHQJP,No  
LJGB4K5B93,Yes  
JFIBBA7VKR,No  
ABHGI2USY2,No  
NM26D40LWR,Yes  
FDEVDTIIK3,No  
V7FGNY87WQ,No  
H4TEEFPK1E,No  
WZ5HWLQI1A,Yes  
YPXJAYHYRV,No  
M855N1151N,Yes  
46TZ45QCQP,Yes  
CT8A8G1TS7,Yes  
19MBFBM3EC,Yes  
O3C4AB7K55,No  
W6Z53UM5LH,No  
I0YVGECOSG,Yes  
BLFOPFRF9S,Yes  
GB33UFC27E,No  
X1I9ZU7I9Y,No  
ZBHZDY4MRW,I prefer not to answer  
JBHUYDZAG4,No  
UTFM8WHZ3O,No  
HVLPVR4RCX,Yes  
LMCAKE9IH0,Yes  
ECXGQYAJQK,No  
8P7BWW8WJA,No  
EVHC1RJPX7,Yes  
BBMD278JWT,Yes  
9MYNOBTIPQ,Yes  
5MGR1W3OHL,No  
QI92X31QYT,No  
ISB8U3OCII,No  
4ATP60FVH6,No  
NCYJQ1S85U,No  
ZRV2Y0FKVM,No  
BXBRF3CYE9,Yes  
5YZ0XSD2T6,No  
AQ1F37M4DR,No  
X6SDNJJ823,No  
CZ098AW2S4,Yes  
VOAK7MQXXT,Yes  
V84LRSUDH4,No  
0RWKQSJEPX,I prefer not to answer  
8UCBZ75MU0,No  
T2FR7BIPZQ,No  
JM6BG93EWI,I prefer not to answer  
NF2TJPPITI,Yes  
0KB2PKLXMJ,No  
IVXAC290PV,I prefer not to answer  
ZNSBDOFVAX,Yes  
5NRJANXJY2,Yes  
MVSJQQUPPC,Yes  
1PSVQ0F5CG,No  
8S8W7MMQH7,Yes  
C1I9SG23BD,Yes  
5VREDPOTQN,Yes  
D1B2NSTT40,No  
0C0IA2X9KT,Yes  
IHGBSKJ0BJ,No  
8OUPV8T3OR,Yes  
YHZEPWN3KT,No  
A6LHJXWML0,No  
RMUBJ8Z2OQ,No  
RROV63QSNI,No  
U8HKCYFXGO,No  
N4GHU129J1,No  
HP0WLK0W7N,Yes  
NZS82FGIEV,Yes  
KETQONUB0V,No  
CY1UDL6SF2,I prefer not to answer  
NTO1AT53CE,No  
IA95Q0MFOP,No  
GZR0J45Q3K,Yes  
1L6K1BBRJH,No  
J55RVNB8SB,No  
05SATB7UGN,No  
Q71MEPAPYU,No  
S6WMFXGTCF,No  
XBJQVQD8NV,No  
5XUQM3RN8A,No  
Y0INHXCXKF,I prefer not to answer  
Y8PBZQ691M,Yes  
WXQNCJTTTS,No  
C8WHT9CEJ6,No  
RAR8K7SRIP,No  
LVG970256W,Yes  
YXC9F8W8WC,Yes  
3GMKUO4XNH,Yes  
XJT9TTI092,No  
TY4VEGH5TA,No  
QOVHGBF296,Yes  
CNLBDBOTPM,Yes  
6UG97SXNE4,Yes  
ZC7OW03IDQ,No  
ON24GOIJOU,Yes  
82YY8ZK46D,I prefer not to answer  
KGNTTKYOEY,I prefer not to answer  
EJSYM6KACT,No  
XS915PGASU,Yes  
CJJN1M1EI3,Yes  
HCDZMYKECP,No  
T1Y5HQELLI,Yes  
W35XJC39P4,Yes  
GWEAWR4FHJ,Yes  
A2ADYPMI6O,I prefer not to answer  
0GC2L5CPSZ,No  
VH0UEEFZK1,No  
AC2WIMG3EY,Yes  
